gene,logFC,P.Value,adj.P.Val
FBXL2,1.12832893039476,3.75247387437566e-10,1.60154845554634e-08
ENDOD1,1.24382427290671,3.78169867833938e-10,1.60610967397708e-08
LHFPL2,1.53415612412105,3.85013200223293e-10,1.63117572945458e-08
GALNT17,1.98504006391519,3.90718468345382e-10,1.64729187822111e-08
SELENBP1,-1.123085327936,3.97680972866574e-10,1.67257667423107e-08
ZNF385D,-1.53457752582883,4.01339083383552e-10,1.68387497260779e-08
C1QA,2.13138152024595,4.04787664133017e-10,1.69052830057967e-08
RIPOR2,-1.58713483832228,4.04876064600971e-10,1.69052830057967e-08
BPGM,1.12398009906862,4.0604644538672e-10,1.69133961674545e-08
ISG15,1.92117867913955,4.14809919063708e-10,1.72369934713092e-08
DDHD2,1.26774259818659,4.25655724226348e-10,1.76157216226115e-08
FCGR1CP,2.16629472462144,4.2595725761047e-10,1.76157216226115e-08
PAPSS2,1.49255033638782,4.33936459987179e-10,1.78877246031533e-08
HEXA,1.32107492143948,4.35410717542924e-10,1.78877246031533e-08
IFIH1,1.71551038613878,4.35631335556942e-10,1.78877246031533e-08
GAPT,1.61729630835158,4.36798752849087e-10,1.78924494734864e-08
SETDB2,1.2219341793963,4.37811552213656e-10,1.78924494734864e-08
SBSPON,1.63889137482807,4.41386536567282e-10,1.79961080132656e-08
PHGDH,-1.11470184366229,4.65309637188431e-10,1.88385172738344e-08
IFIT1,2.48224428042406,4.77249455049299e-10,1.92768730934598e-08
RGS9,2.06695855333308,5.07477681206631e-10,2.0402722180855e-08
ALG5,1.23879769897996,5.1315140625789e-10,2.05830730732331e-08
COL14A1,2.57793048311026,5.26023492550345e-10,2.105065838086e-08
SYT11,2.0711656229229,5.47014925420316e-10,2.17900566153637e-08
FCGR1A,1.74906907141558,5.56188720875344e-10,2.21046746681834e-08
LATS2,1.51871873932151,5.57518723548725e-10,2.21068293859321e-08
SAMD9,1.52994065918427,5.71985625637844e-10,2.25609442227411e-08
FNDC5,-1.09116899133539,5.79602739638737e-10,2.27740505044445e-08
C12orf56,2.12043307206631,5.94869061012881e-10,2.32683771765941e-08
HLA-DPB1,2.15932870775482,6.19015945268714e-10,2.40500186090051e-08
ABCC9,-1.9770294602074,6.22581575338178e-10,2.40704549008579e-08
ALCAM,1.60977399391288,6.22682954767747e-10,2.40704549008579e-08
TRPM3,-1.47013977661141,6.36309910836781e-10,2.45021736332883e-08
GBP2,2.07256219105706,6.45911816675118e-10,2.47618583171381e-08
OTULINL,1.61538228361989,6.48442921606884e-10,2.48040153324593e-08
PPT2,1.32009465641095,6.57564258094291e-10,2.497424477188e-08
FER,1.51023460187818,6.70820130867822e-10,2.53375887993624e-08
ZNF334,1.00635648305937,6.71165354276739e-10,2.53375887993624e-08
CTTNBP2NL,1.18654519911797,6.83639172229927e-10,2.57408892071591e-08
PLXNA3,1.18313506693061,6.85675989152959e-10,2.57408892071591e-08
BTN3A2,1.32594221593755,6.86304871520517e-10,2.57408892071591e-08
PCDH20,-1.16190093716499,7.0604063599904e-10,2.636696582024e-08
PLXDC2,1.94278449125058,7.08792618934227e-10,2.64128139804135e-08
STEAP1B,1.5636585475852,7.13746245526765e-10,2.6540332494609e-08
HSPG2,1.7041658202475,7.34906083622868e-10,2.7152350995772e-08
EVI5,1.93204718023362,7.49445984613452e-10,2.75719745676898e-08
GAS2L3,1.84165240864997,7.72270325669636e-10,2.81724214804283e-08
FHDC1,1.73942519118042,7.76273039659818e-10,2.82589479647591e-08
TCEAL1,1.11575581138165,7.96259195871831e-10,2.89257428638723e-08
C1QB,1.9284203543886,7.98974079317691e-10,2.89636461222112e-08
TOM1L2,1.29082887889514,8.16499915943809e-10,2.95371827629944e-08
PREP,1.20447847759137,8.3372887864815e-10,3.00350395201978e-08
DNAAF9,1.40103521713416,8.3586558454878e-10,3.0049541180625e-08
SEL1L,1.05268849470856,8.44504806299468e-10,3.01811479520737e-08
SELE,-2.6005802186623,8.46326506210333e-10,3.01811479520737e-08
ITPRID2,1.11060491966153,8.46493415553312e-10,3.01811479520737e-08
COL4A1,1.30683247733616,8.5810848308027e-10,3.04093493275756e-08
TLN1,1.02519147902853,8.58158576938163e-10,3.04093493275756e-08
KCND2,-1.1178016953616,8.61692995936872e-10,3.04102163616988e-08
CELF2,1.56639509808404,8.68007528986622e-10,3.0570801752602e-08
SLC16A9,-1.02140132565536,8.71587816733839e-10,3.0598658479103e-08
PRSS23,1.49074420811566,8.7233017593934e-10,3.0598658479103e-08
FRRS1L,1.30919781632845,8.84611048488422e-10,3.09043150165471e-08
MANBA,1.27355598118273,9.03780903844457e-10,3.14225358701644e-08
NRN1,1.98582273778798,9.04972819869599e-10,3.14225358701644e-08
TPP1,1.40797908482884,9.06698288035677e-10,3.14225358701644e-08
GLI1,-1.01853731928142,9.11410929302784e-10,3.15228115428316e-08
SNX24,1.75866759705397,9.25115694823306e-10,3.19274197791524e-08
KIF1A,1.98961629397996,9.26794329923458e-10,3.19274197791524e-08
RBP5,-1.07475527535081,9.46966417478282e-10,3.25576073056819e-08
GPRC5A,-1.7182115548882,9.52000612751235e-10,3.26658744906008e-08
PDGFC,1.44281766348034,9.55263833080471e-10,3.27130666000364e-08
MGAT4A,1.85535350129992,1.01196366434486e-09,3.45762409947096e-08
SLC12A4,1.02475769729915,1.01366172814592e-09,3.45762409947096e-08
WARS1,1.48287459552043,1.02163716490157e-09,3.47798208122091e-08
GIMAP2,1.89058794068928,1.02827460164556e-09,3.49371417594397e-08
INHBA,-2.10747296827293,1.04102955324826e-09,3.51636649097191e-08
TLL1,-1.05933551525366,1.05239138170788e-09,3.54782837786658e-08
CXCR1,-2.06186377993138,1.05730736977653e-09,3.55748002009471e-08
NAPEPLD,1.26341032663146,1.06036247432126e-09,3.56084514632534e-08
SIPA1L1,1.37025542402082,1.07587261535457e-09,3.59204637357688e-08
TBX18,-1.19975462938165,1.08480891738777e-09,3.60703871480577e-08
ADAP2,1.44273755175713,1.08660792308899e-09,3.60703871480577e-08
IGSF21,1.51740696074634,1.14069903968122e-09,3.77935620642375e-08
MOSPD2,1.56463127873323,1.17131322332016e-09,3.87338082704041e-08
ELMO1,1.73379899500617,1.17576049249274e-09,3.87550825437349e-08
MIA,1.92362155392136,1.17642967555428e-09,3.87550825437349e-08
SRGAP2B,1.20538336041249,1.25276111292221e-09,4.11133419786288e-08
POPDC3,1.64458361138705,1.25926011352358e-09,4.12485051930749e-08
SGCB,1.28479219136083,1.26568219924755e-09,4.13806436765313e-08
PPP1R1B,-1.02029229939784,1.2808274319703e-09,4.17969448986468e-08
RTKN,1.15191823645798,1.2953195945067e-09,4.21904096496469e-08
CAT,1.17490771481958,1.29986535993958e-09,4.22590374428388e-08
RASGRF2,-1.24940015540169,1.30351035406444e-09,4.22981786802035e-08
PRICKLE1,-1.60799277790208,1.32123613623045e-09,4.27133950906739e-08
RND3,1.3776197940347,1.32965665801409e-09,4.29055690317843e-08
GAA,1.32807691853277,1.33450655959507e-09,4.29820253990024e-08
KRT19,-1.62043663745258,1.36913177854002e-09,4.39339175158174e-08
TLR7,1.99336745797996,1.37475876952963e-09,4.39479828997764e-08
SLITRK2,1.49826400754511,1.37717882701862e-09,4.39479828997764e-08
CD4,1.62067098049499,1.44474192125175e-09,4.57668885035656e-08
RNF213,1.12285428328759,1.46537335252173e-09,4.62513469080083e-08
P2RX4,1.50329106779568,1.4987224684118e-09,4.71322376272953e-08
SCCPDH,1.22705677161064,1.51037693818909e-09,4.74127021466315e-08
IFI35,1.16153782390979,1.61410317926041e-09,5.0394918721125e-08
ANTXR2,1.21275603773863,1.67703295084727e-09,5.2078184538139e-08
DGAT2,-1.13854389863608,1.73863344142548e-09,5.35929727348301e-08
FRMD5,1.34758749082575,1.74127675725469e-09,5.35929727348301e-08
APOBEC3C,1.6348314616808,1.76030788931491e-09,5.39869293912367e-08
CTSO,1.39014185158905,1.78684696174559e-09,5.44829554111171e-08
KLHL4,-1.0517059015027,1.78866443137495e-09,5.44829554111171e-08
BMP2K,1.38632051832306,1.82874937647791e-09,5.54491936272888e-08
RRAS,1.16545187357364,1.85618003894566e-09,5.60346475868474e-08
MBNL2,1.32200360816192,1.8678799239445e-09,5.62897796906265e-08
H2AJ,1.38048749597456,1.88448578155373e-09,5.66662370533804e-08
CDIPT,1.11439325245721,1.88691244112422e-09,5.66662370533804e-08
TSPAN15,1.40345255093986,1.92310299236583e-09,5.76531637572925e-08
TNNT2,-1.41040140783577,1.92886269784046e-09,5.77259634338159e-08
PADI4,-1.01288939950887,1.94412478506365e-09,5.78646417572096e-08
HHIP,-1.83652775781341,1.98196536024912e-09,5.87068303630714e-08
CD177,-1.1471591318165,1.99096856217152e-09,5.8743189492665e-08
CADM2,2.81844763853123,1.99343371463009e-09,5.8743189492665e-08
CA12,-1.19472777049653,1.99608304661858e-09,5.8743189492665e-08
FGFR2,-1.72478491196222,2.02290697517409e-09,5.94117492640961e-08
GLDN,2.29278788506785,2.03656378243098e-09,5.96107723343987e-08
PLAT,1.33909654205089,2.0540950236999e-09,5.99214790752051e-08
RYR3,-1.38874957141712,2.06793148654504e-09,6.01226791927054e-08
C1QC,2.04909857655513,2.10392165028214e-09,6.09644721673727e-08
TAB2,1.33505497764842,2.14543794212785e-09,6.18720934782682e-08
PARP8,1.17255699315806,2.14952679327779e-09,6.18720934782682e-08
CTSD,1.23273626345181,2.17755032243163e-09,6.24711787865816e-08
APH1B,1.29160759741558,2.18770165897953e-09,6.25141687281795e-08
TASL,1.86603075698304,2.19106586531203e-09,6.25141687281795e-08
KDM3A,1.23064464492444,2.19207603043699e-09,6.25141687281795e-08
SLCO2B1,2.17924263729144,2.19347960449753e-09,6.25141687281795e-08
GPM6B,1.71868732024364,2.20652436704166e-09,6.2782683468141e-08
ZMYND8,1.03549157899923,2.25436557392244e-09,6.38294880145884e-08
COL28A1,2.09334344535544,2.33057233389889e-09,6.5558697080844e-08
SMPD1,1.09111684390902,2.34285932252935e-09,6.57975143286686e-08
TNXB,-1.34131420407864,2.347228370648e-09,6.5813548877975e-08
C6,-1.19052984565382,2.42038894644761e-09,6.75370364960453e-08
NHLRC3,1.20899406786816,2.42573291047269e-09,6.75773309850013e-08
PENK,2.14906862428682,2.49305665681012e-09,6.89068563882977e-08
MFAP2,-1.04376040222436,2.54292078506351e-09,7.01651773305422e-08
CCDC80,-2.76782815637625,2.55110672475663e-09,7.02791372441698e-08
DCSTAMP,-1.13833084899768,2.58376698890259e-09,7.09981044602574e-08
KLF5,-1.0305800176384,2.58660913355978e-09,7.09981044602574e-08
EPB41L3,1.47679398609098,2.59223996064961e-09,7.09981044602574e-08
SLC46A3,1.33642945150424,2.59359418994361e-09,7.09981044602574e-08
FFAR2,-1.57002836153508,2.60427519357341e-09,7.11780450382334e-08
KRCC1,1.33014180263609,2.64777124521549e-09,7.22528821056598e-08
SGMS1,1.28117446221049,2.73130837545461e-09,7.39501742654336e-08
DYNLT3,1.05636210779954,2.78542436293351e-09,7.52977119515006e-08
MEOX2,-2.00651304651117,2.83178370427588e-09,7.64316947471845e-08
ERG,-1.03774207293677,2.88915472555785e-09,7.78517778157288e-08
NPR1,-1.24482321568928,2.90347695772125e-09,7.80022460827811e-08
CALHM5,1.93050491422899,2.90982076775769e-09,7.80516629469122e-08
IL18,1.89055376972244,2.97331133692796e-09,7.95085476022957e-08
ARID4A,1.40701142801851,2.99276054778021e-09,7.99053232233212e-08
SGCE,1.34901188402159,3.1111922816529e-09,8.23064730633305e-08
LAMP2,1.2383580724017,3.1370946648646e-09,8.28652078548382e-08
TIGAR,1.38000323287124,3.14580374715259e-09,8.29687782810656e-08
LRRC32,-1.35338241035852,3.16986154245002e-09,8.34762322303556e-08
NTM,1.38961698389052,3.23053351704335e-09,8.49448934496618e-08
HSPA4L,1.21567453951041,3.33156474563192e-09,8.73363901850377e-08
ACP6,1.14773551431997,3.35148811681818e-09,8.77259608583465e-08
ECHDC1,1.51316523539553,3.37088199470444e-09,8.81005176534517e-08
SCPEP1,1.04687856179029,3.44858371979467e-09,8.98602386415068e-08
PPT1,1.15531509556284,3.64682772403051e-09,9.41762008971693e-08
ARPC1B,1.09823784978412,3.68943480576088e-09,9.49933526214331e-08
RHBDF1,1.27997801807016,3.74295941990034e-09,9.622848787542e-08
TSHZ2,-1.73826785362374,3.7828209931841e-09,9.71092180294727e-08
RAB11FIP2,1.23620662814881,3.80068322085656e-09,9.74234302529622e-08
DPP4,-1.60830489349499,4.09311674472884e-09,1.03844109740353e-07
RNF152,-1.05129443297841,4.39659705169541e-09,1.10732897836887e-07
LGALS9,1.83242510851658,4.60910055959815e-09,1.15581034003932e-07
SLC35A1,1.15490237399846,4.64210396169037e-09,1.16240429838397e-07
CNTFR,-1.28943404141172,4.69509378285861e-09,1.17228508745496e-07
CD86,1.84430798451812,4.70981743416979e-09,1.17426930214812e-07
EEIG1,1.31763807018967,4.82880325610765e-09,1.19397186950071e-07
CEP350,1.2038314992606,4.83703833846532e-09,1.19397186950071e-07
TEX2,1.20233029983269,4.9799797626408e-09,1.22401545144737e-07
ENO2,1.02785871532922,5.00505408418834e-09,1.22843593726368e-07
C1orf162,1.5290538548165,5.19617802014641e-09,1.27354133993065e-07
VSIG4,2.08258812557132,5.32147180669666e-09,1.30057071179746e-07
RAP1GDS1,1.35142305441404,5.37702714527345e-09,1.3122975545535e-07
RAB20,1.26891745243717,5.4252777312113e-09,1.32221114664458e-07
CYP4X1,-1.0821342429576,5.45940347234322e-09,1.32855994723857e-07
PTPRD,-1.34518286873785,5.46666229444312e-09,1.32855994723857e-07
GHR,-1.23603556627756,5.50306903028001e-09,1.33366685533835e-07
ZNF383,1.00487788189515,5.68523902925795e-09,1.36652964606714e-07
GLT1D1,-1.2676308663485,5.69138476337179e-09,1.36652964606714e-07
PALD1,1.38034442609098,5.69387352527976e-09,1.36652964606714e-07
NCALD,1.52368138529453,5.71292832084978e-09,1.36920638926259e-07
OLR1,2.69776863375714,5.7347249613675e-09,1.37100560403485e-07
PCOLCE2,-1.68475224088512,5.73625959675246e-09,1.37100560403485e-07
LMBRD1,1.29430004877795,5.94522105306078e-09,1.41899160340823e-07
MFGE8,1.0429506419946,5.99073109749344e-09,1.42788704893214e-07
C3orf52,-1.01807942147108,6.05354578541521e-09,1.43890043031104e-07
NIPAL3,1.01696158247032,6.11398490240483e-09,1.44764494554271e-07
STEAP4,-2.09997566582961,6.1153976231375e-09,1.44764494554271e-07
CYB5R2,1.88108311380956,6.20487311323962e-09,1.46420750136543e-07
CDH6,1.39413428462992,6.21807008692773e-09,1.46420750136543e-07
CREB3L1,-1.29487859475174,6.24138884426257e-09,1.46744621293598e-07
DIRAS2,1.98630052919198,6.28917401226961e-09,1.47467939492027e-07
HTT,1.2664252818643,6.33540899440564e-09,1.47951438079597e-07
TYRO3,1.5161213929761,6.47996380330186e-09,1.51123570368257e-07
ZNF665,1.53650279212413,6.51100604109358e-09,1.51606165617648e-07
TLR1,1.23404451778721,6.5181552045907e-09,1.51606165617648e-07
MFSD1,1.24763720675868,6.54509646299122e-09,1.52028728566638e-07
VXN,1.52712949833385,6.64909650880956e-09,1.54237676445317e-07
PLEKHH2,-1.22311537135389,6.66918957746992e-09,1.54496947858822e-07
MLLT10,1.03383242777949,6.78727586712362e-09,1.56672033709093e-07
PRMT2,1.25605649213724,6.92750778090322e-09,1.59627466525919e-07
EDNRB,1.91851089768928,6.94380680413092e-09,1.59705582641532e-07
LAMC1,1.51879291788512,7.37540521826485e-09,1.68825656039753e-07
ABHD4,1.06907900269314,7.45590020183984e-09,1.70443058967653e-07
BTK,1.37279626268774,7.49625398872042e-09,1.70914590942826e-07
EMB,1.38963093730609,7.53158816728273e-09,1.71494559477891e-07
ALDH4A1,1.27790454380802,7.58998489655414e-09,1.72597451820853e-07
HEPN1,1.91364924807248,7.61157391731033e-09,1.72861537141748e-07
CXCR2,-1.44202240912567,7.78668513874098e-09,1.76145796454444e-07
GPR83,3.04873626468774,7.85882519145297e-09,1.77314743382158e-07
UTRN,1.22332979153431,7.87383946208182e-09,1.77422484003841e-07
PARP12,1.02435632899306,7.90968819562484e-09,1.77998801368555e-07
PLIN1,-1.48514460882652,7.96057777570099e-09,1.7891166238307e-07
FRMD3,1.15891395176484,8.05744357054744e-09,1.80620158073022e-07
INF2,1.06680975161913,8.09669575310735e-09,1.81265560736233e-07
TGFB3,-1.58682676318504,8.27634768817766e-09,1.84572139949475e-07
ZC4H2,1.15552452603393,8.3001225571132e-09,1.84864426310614e-07
PTAR1,1.2108452331943,8.40017506776273e-09,1.86852674678039e-07
PLIN4,-1.47465389092213,8.52255561537117e-09,1.89331850901476e-07
RSAD2,2.23868041500154,8.5583716137339e-09,1.89884075957466e-07
EBF1,-1.80914215893523,8.6571538675967e-09,1.91585136931948e-07
EBF3,-1.49727661190054,8.69297018434575e-09,1.92132381829519e-07
ERAP1,1.20773198487279,8.73103569774856e-09,1.92727880981639e-07
PDE1A,-1.89336858096376,9.0771822773779e-09,1.99859484755279e-07
WASHC2C,1.16332229677564,9.10545086090045e-09,2.00227477814319e-07
ADCY2,-1.43504224449576,9.15746575913616e-09,2.01010761671402e-07
ATL1,1.32584684219892,9.19900940020615e-09,2.01517616797436e-07
RDH10,1.46346762916808,9.30238800375047e-09,2.03524973900238e-07
ABCA3,1.29525823791056,9.39510417902717e-09,2.05235013475189e-07
GAS7,1.50302072340016,9.40423595910086e-09,2.05235013475189e-07
DHX58,1.07588421700463,9.43862888905941e-09,2.05468041946761e-07
EIF2AK2,1.47416443188589,9.50892295613851e-09,2.06738540757802e-07
HDAC11,1.30134740514033,9.86608711281391e-09,2.13055934156372e-07
HAS2,-1.93625204116885,1.0026794718781e-08,2.15831427188866e-07
WASHC2A,1.21702812401619,1.00859778712853e-08,2.16836010612445e-07
SFMBT2,1.31020987452815,1.01715409943369e-08,2.18404538227843e-07
C3orf38,1.07725349446415,1.02629282256788e-08,2.20094084522973e-07
MICAL2,-1.56950538968928,1.04588121087187e-08,2.23075317303518e-07
MTHFD1L,1.15708523405243,1.04663107668375e-08,2.23075317303518e-07
ATP2C1,1.09865927929684,1.05891096418267e-08,2.24936559622801e-07
RNF157,1.0066712998512,1.06155202205423e-08,2.24936559622801e-07
EDIL3,2.13154336260987,1.06185425768381e-08,2.24936559622801e-07
RTP4,1.31542971909715,1.06738441538321e-08,2.25831955430529e-07
MS4A14,1.5427882542606,1.07980250238171e-08,2.28180704405735e-07
SIPA1L2,1.26618687826754,1.08704953316754e-08,2.29432330215921e-07
ID1,-1.39310197193292,1.10469392326315e-08,2.32307479396892e-07
MILR1,1.50369711680648,1.15247453853763e-08,2.4100277653741e-07
CRYAB,1.40973505684503,1.15299689375296e-08,2.4100277653741e-07
HCFC2,1.29480528640324,1.16240178590996e-08,2.42383852542092e-07
MARVELD1,1.04922112322359,1.1840078643137e-08,2.46243988854513e-07
TRIM38,1.15769953959522,1.2194967740109e-08,2.52768422249532e-07
PON2,1.55364544028373,1.22555759995514e-08,2.53721171947703e-07
MMP15,1.94885100214418,1.24492395967507e-08,2.57116118870674e-07
THBS2,1.78989872984889,1.27856024679222e-08,2.6343510055191e-07
GLMP,1.27702980398844,1.31558563064028e-08,2.70552891552704e-07
SH3D19,1.44382838922051,1.31959922347861e-08,2.7086639393637e-07
BTN3A1,1.06864982053277,1.32088009508445e-08,2.7086639393637e-07
SYT1,-1.04481155639707,1.32816812064572e-08,2.7203897393084e-07
EPHA3,2.36422376131303,1.35799281752361e-08,2.77385868212483e-07
AOAH,1.67140447592753,1.35907549695521e-08,2.77385868212483e-07
USP9X,1.20345149508636,1.36126429500514e-08,2.77505737692343e-07
CERS4,1.0611062715852,1.36812001698447e-08,2.78575601108189e-07
TCIM,2.18798794465922,1.41151741286788e-08,2.86738261783994e-07
ZNF846,1.24576974445798,1.421943661366e-08,2.88019486426878e-07
FXYD3,1.33817430837934,1.42281094402936e-08,2.88019486426878e-07
BROX,1.26162131367541,1.4250858771582e-08,2.88143384823773e-07
INMT,-1.0382181031542,1.44017166390972e-08,2.90515652994501e-07
CERS6,1.14640376604472,1.44783358620405e-08,2.91721632345857e-07
ACP2,1.01959104658289,1.45289505883984e-08,2.9240145853167e-07
HEPACAM,1.90214059581573,1.49561905134013e-08,2.99954709740993e-07
RABEP1,1.17767339058597,1.51926803649949e-08,3.03567284805845e-07
CGNL1,-1.41409587012336,1.52063944604959e-08,3.03567284805845e-07
GPD1,-1.6332518983138,1.5234672875038e-08,3.03781831505936e-07
CYLD,1.07196610451735,1.53312414647434e-08,3.05272724558334e-07
PDGFRL,-2.21298090480108,1.53446758477787e-08,3.05272724558334e-07
OSR1,-1.0680839622552,1.54255747147549e-08,3.06530227817974e-07
ITGA3,1.49558277867849,1.55082148620032e-08,3.07819412518662e-07
ACKR1,-1.17395083344101,1.58192861328748e-08,3.13276102983376e-07
SERPINB9,1.32004818150116,1.63591001881605e-08,3.22859325809163e-07
PCBP4,1.08382752319969,1.64472960596125e-08,3.2423065542772e-07
RASEF,1.73771667385891,1.6613635936894e-08,3.26026142145526e-07
LIPA,1.32657730036161,1.7408121532247e-08,3.39311507211221e-07
ADA2,1.16781740125521,1.75696349660156e-08,3.41690948025946e-07
ZSWIM6,1.05693243100771,1.76327391966821e-08,3.42357839976284e-07
ACVR1C,-1.24299008238088,1.76434413145672e-08,3.42357839976284e-07
DAGLB,1.26997344641866,1.79643805777852e-08,3.48194823732309e-07
TBXAS1,1.38898241193138,1.8016714548414e-08,3.48430390284506e-07
SNED1,-1.05887672816191,1.84537451553803e-08,3.56087412085111e-07
NAGA,1.01083725906708,1.91245474653568e-08,3.67916932806576e-07
ADCK2,1.05543237442483,1.9193577582451e-08,3.68074034286744e-07
MFSD6,1.10656972838242,1.93614376683116e-08,3.6966030489519e-07
AKR1C2,-1.94915009574402,1.9573759674844e-08,3.72718799610655e-07
GMFB,1.23446773782035,1.97179521438018e-08,3.74357514613853e-07
C19orf33,-1.09349131255204,1.97462354776697e-08,3.74357514613853e-07
GRIN2B,1.87599190908558,1.98895994005975e-08,3.76663364386398e-07
ABCA8,1.72994596900386,1.997888453067e-08,3.77941169374945e-07
ZNF845,1.10759319986662,2.05402635001644e-08,3.87292367715831e-07
PAPPA,2.06011769129376,2.07684804562988e-08,3.8989840665953e-07
DENND6A,1.03814068594063,2.13114036095817e-08,3.9836461892862e-07
INTS10,1.35256790537163,2.14467229804974e-08,4.00462085997908e-07
ADK,1.02832734216345,2.15123892072631e-08,4.01255845192094e-07
NOS1,-1.24207901352814,2.15584370705094e-08,4.01682362965362e-07
DMD,1.46115856331072,2.17545306339578e-08,4.04900651799378e-07
GPAT3,-1.13840382318967,2.18071314918732e-08,4.05444178638604e-07
DDR1,1.2299316656515,2.19492488193475e-08,4.07649071320101e-07
ALLC,-1.10130216763146,2.20033085868954e-08,4.08215558023259e-07
AGA,1.30790258423593,2.26189820301967e-08,4.17848316225211e-07
APBB1IP,1.51461737174865,2.28027528699096e-08,4.20794570532261e-07
TAGLN3,-1.06254148521742,2.3279554753211e-08,4.28225185524034e-07
PTCH2,-1.26472982744873,2.36785326337418e-08,4.34480755949992e-07
VAMP4,1.08744043537625,2.369484732068e-08,4.34480755949992e-07
C5orf15,1.0688744699414,2.37335640848367e-08,4.34730653765381e-07
ABI3,1.16923882887664,2.39916284909348e-08,4.38530525834303e-07
SLITRK5,1.22562936609252,2.43616361315617e-08,4.44824479333721e-07
SEMA3C,1.51343444497687,2.45576197054045e-08,4.47930983426578e-07
STAT1,1.10757346940247,2.46182194163697e-08,4.48564149365778e-07
SLC39A6,1.34301797992907,2.47903830401423e-08,4.50289441294541e-07
ANKRD22,2.78975961858443,2.50181016655012e-08,4.5220334271363e-07
PDZD4,1.21309224135313,2.50267200867019e-08,4.5220334271363e-07
CSRNP3,-1.2120683637286,2.63924936760522e-08,4.73916197325008e-07
SLITRK3,-1.05676445611179,2.68710135493372e-08,4.81123751245787e-07
DCK,1.01728654032999,2.68771809329364e-08,4.81123751245787e-07
ATAD1,1.0187529722606,2.74377412417398e-08,4.90651372793464e-07
ANXA4,1.01486423888281,2.74678871075357e-08,4.90684069896267e-07
VPS11,1.04678960538397,2.8187433186901e-08,5.02501895331915e-07
SLFN5,1.02115864660216,2.84189326254521e-08,5.06108185543508e-07
ATP6V1C1,1.28636683104241,2.85518207960167e-08,5.07952721512708e-07
HLA-DPA1,2.0170707811249,2.88029088770737e-08,5.10846269213853e-07
GNG2,1.34852757385968,2.92575179515291e-08,5.16793344611718e-07
APOC1,2.30393197631457,2.94284320984025e-08,5.17176340163406e-07
LRRC8B,1.41811091963608,3.07835862805945e-08,5.36516682579089e-07
TMEM108,-1.03006784257903,3.08949233264286e-08,5.36516682579089e-07
FRAS1,1.87530113276253,3.09004876046821e-08,5.36516682579089e-07
SLPI,-2.16903970956515,3.12826280175555e-08,5.41523854433768e-07
ADAM28,1.61644222649422,3.15663959519386e-08,5.44803295871705e-07
RRN3P2,1.23439689458597,3.18402293983215e-08,5.48436873771486e-07
DOCK4,1.52227456656438,3.20521085560593e-08,5.50991008987496e-07
RNASE2,1.52230742474711,3.25492997034263e-08,5.57877611534096e-07
GPD1L,1.10269770192984,3.27074746541138e-08,5.60034704354233e-07
