"gene","bulk_logFC","bulk_adjP","module","direction","kME","validation_logFC","direction_concordant","pb_dominant_celltype","pb_log2FC","pb_p","pb_class","composition_adj_class","validation_logFC_full","cross_cohort_concordant","ev_bulk_sig","ev_cross_conc","ev_hub","ev_pb_intrinsic","ev_adj_retain","evidence_layer_count"
"SETDB2",1.2219341793963,1.78924494734864e-08,"turquoise","up",0.884987937691949,0.222915500000003,TRUE,"Myeloid",1.11011953533515e-05,0.977429443646491,"composition-consistent","attenuated",0.222915500000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ALG5",1.23879769897996,2.05830730732331e-08,"turquoise","up",0.87683099660642,0.489062037037037,TRUE,"Schwann/tumour",-6.45949160124094e-07,0.831807580489816,"composition-consistent","attenuated",0.489062037037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SAMD9",1.52994065918427,2.25609442227411e-08,"turquoise","up",0.818730251556609,1.24834081481481,TRUE,"T cell",3.63906971522353e-06,0.31743646770113,"composition-consistent","attenuated",1.24834081481481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FNDC5",-1.09116899133539,2.27740505044445e-08,"yellow","down",0.837894373105818,0.129475361111113,FALSE,"Fibroblast",0.075010187625844,0.696635324326903,"composition-consistent","retained",0.129475361111113,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"PPT2",1.32009465641095,2.497424477188e-08,"turquoise","up",0.885943536893058,0.804398870370372,TRUE,"Endothelial",1.52084479607522e-06,0.431849489339452,"ambiguous/undetermined","attenuated",0.804398870370372,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLXNA3",1.18313506693061,2.57408892071591e-08,"turquoise","up",0.937868865385978,1.19991937962963,TRUE,"Schwann/tumour",9.33787016886491e-07,0.658160210856821,"composition-consistent","attenuated",1.19991937962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EVI5",1.93204718023362,2.75719745676898e-08,"turquoise","up",0.930523933196157,0.573409870370371,TRUE,"Schwann/tumour",1.9460176661499e-06,0.417980139088817,"composition-consistent","attenuated",0.573409870370371,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TOM1L2",1.29082887889514,2.95371827629944e-08,"turquoise","up",0.865693512208662,1.23540609259259,TRUE,"Schwann/tumour",2.34291082821158e-07,0.934096507137411,"composition-consistent","attenuated",1.23540609259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"DNAAF9",1.40103521713416,3.0049541180625e-08,"turquoise","up",0.927926281489806,0.861534351851853,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.861534351851853,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KIF1A",1.98961629397996,3.19274197791524e-08,"turquoise","up",0.811155645016388,0.986698342592595,TRUE,"Schwann/tumour",2.37343811538835e-07,0.896326520261365,"composition-consistent","attenuated",0.986698342592595,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SNX24",1.75866759705397,3.19274197791524e-08,"turquoise","up",0.910186836644205,1.22886909259259,TRUE,"Schwann/tumour",6.57775918467447e-07,0.809137417148656,"composition-consistent","attenuated",1.22886909259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC12A4",1.02475769729915,3.45762409947096e-08,"turquoise","up",0.945283659983384,0.528441944444445,TRUE,"Pericyte",0.358054706274804,0.0539740434277095,"ambiguous/undetermined","attenuated",0.528441944444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"NAPEPLD",1.26341032663146,3.56084514632534e-08,"turquoise","up",0.818687396107487,0.948298638888889,TRUE,"Schwann/tumour",2.21283363006717e-07,0.888527653858714,"composition-consistent","attenuated",0.948298638888889,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SIPA1L1",1.37025542402082,3.59204637357688e-08,"turquoise","up",0.912201632504637,1.17921811111111,TRUE,"Schwann/tumour",-9.95652296213893e-07,0.653360948009589,"composition-consistent","attenuated",1.17921811111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TBX18",-1.19975462938165,3.60703871480577e-08,"yellow","down",0.921777032544122,-2.25189981481481,TRUE,"Pericyte",-0.148754994104079,0.428596961199694,"composition-consistent","attenuated",-2.25189981481481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MOSPD2",1.56463127873323,3.87338082704041e-08,"turquoise","up",0.889852432980375,0.857273444444445,TRUE,"Schwann/tumour",1.83054680209155e-06,0.247857274683819,"composition-consistent","attenuated",0.857273444444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RTKN",1.15191823645798,4.21904096496469e-08,"turquoise","up",0.836840282308084,0.46704437962963,TRUE,"Schwann/tumour",-4.21396534976723e-07,0.852418928266243,"composition-consistent","attenuated",0.46704437962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRICKLE1",-1.60799277790208,4.27133950906739e-08,"yellow","down",0.82098932066042,-1.8620789537037,TRUE,"Fibroblast",-0.192129437496316,0.494114390300753,"composition-consistent","attenuated",-1.8620789537037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLITRK2",1.49826400754511,4.39479828997764e-08,"turquoise","up",0.80535427889859,0.903500296296297,TRUE,"Schwann/tumour",-6.71544624890788e-07,0.748712720852444,"composition-consistent","attenuated",0.903500296296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RNF213",1.12285428328759,4.62513469080083e-08,"turquoise","up",0.893576139840081,1.19074961111111,TRUE,"T cell",2.7745260406226e-06,0.37997788423116,"composition-consistent","attenuated",1.19074961111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CTSO",1.39014185158905,5.44829554111171e-08,"turquoise","up",0.890881062675716,0.189750111111106,TRUE,"Fibroblast",-0.720787884183463,0.00491137211003381,"ambiguous/undetermined","attenuated",0.189750111111106,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KDM3A",1.23064464492444,6.25141687281795e-08,"turquoise","up",0.852593770956567,0.158902833333331,TRUE,"Myeloid",-1.99174750135216e-06,0.477997512149155,"composition-consistent","attenuated",0.158902833333331,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZMYND8",1.03549157899923,6.38294880145884e-08,"turquoise","up",0.86977839761818,0.725468814814814,TRUE,"Schwann/tumour",-3.16582894301681e-07,0.85466475260659,"composition-consistent","attenuated",0.725468814814814,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TNXB",-1.34131420407864,6.5813548877975e-08,"yellow","down",0.925858405701371,0.208371527777778,FALSE,"Fibroblast",-0.887658939745034,0.0584995172297939,"composition-consistent","retained",0.208371527777778,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"SGMS1",1.28117446221049,7.39501742654336e-08,"turquoise","up",0.915436428136359,1.08911648148148,TRUE,"Schwann/tumour",-2.91380124240998e-07,0.561327628016984,"composition-consistent","attenuated",1.08911648148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ECHDC1",1.51316523539553,8.81005176534517e-08,"turquoise","up",0.8226437733637,0.932641138888886,TRUE,"Schwann/tumour",-9.81229096596255e-07,0.73406562055826,"composition-consistent","attenuated",0.932641138888886,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CEP350",1.2038314992606,1.19397186950071e-07,"turquoise","up",0.938060358497421,0.678211296296297,TRUE,"Myeloid",-1.4331408508577e-05,0.970486278503332,"composition-consistent","attenuated",0.678211296296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EEIG1",1.31763807018967,1.19397186950071e-07,"turquoise","up",0.834632974088605,0.72917186111111,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.72917186111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TEX2",1.20233029983269,1.22401545144737e-07,"turquoise","up",0.910265519716088,0.59925141666667,TRUE,"Schwann/tumour",3.12342481946001e-06,0.478006185271859,"composition-consistent","attenuated",0.59925141666667,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RAP1GDS1",1.35142305441404,1.3122975545535e-07,"turquoise","up",0.86571984593881,0.110580407407411,TRUE,"Schwann/tumour",7.66460734454417e-07,0.312942491980981,"composition-consistent","attenuated",0.110580407407411,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZNF383",1.00487788189515,1.36652964606714e-07,"turquoise","up",0.90291230552068,0.216197388888888,TRUE,"Endothelial",-2.78382631814447e-06,0.218094350355399,"ambiguous/undetermined","attenuated",0.216197388888888,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"NIPAL3",1.01696158247032,1.44764494554271e-07,"turquoise","up",0.868766064996069,0.656036157407407,TRUE,"T cell",4.82971272798888e-06,0.307734650052468,"composition-consistent","attenuated",0.656036157407407,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HTT",1.2664252818643,1.47951438079597e-07,"turquoise","up",0.959616281857321,1.16481434259259,TRUE,"Schwann/tumour",6.86577059984466e-07,0.0568213112161722,"composition-consistent","attenuated",1.16481434259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MLLT10",1.03383242777949,1.56672033709093e-07,"turquoise","up",0.901207709737244,0.518571351851849,TRUE,"Endothelial",-6.4548594365485e-06,0.0927399905917915,"ambiguous/undetermined","attenuated",0.518571351851849,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRMT2",1.25605649213724,1.59627466525919e-07,"turquoise","up",0.913849774625625,0.918988685185184,TRUE,"Schwann/tumour",-2.16320084119728e-07,0.943576522496829,"composition-consistent","attenuated",0.918988685185184,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"INF2",1.06680975161913,1.81265560736233e-07,"turquoise","up",0.908540975225232,0.371541398148148,TRUE,"Schwann/tumour",-4.40933476315626e-06,0.02830959541974,"composition-consistent","attenuated",0.371541398148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TGFB3",-1.58682676318504,1.84572139949475e-07,"yellow","down",0.842162539436361,-0.615790444444445,TRUE,"Pericyte",-0.356826208987211,0.158996741228459,"composition-consistent","attenuated",-0.615790444444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZC4H2",1.15552452603393,1.84864426310614e-07,"turquoise","up",0.895657588184909,1.74459906481481,TRUE,"Schwann/tumour",4.10680506006957e-07,0.78065835678145,"composition-consistent","attenuated",1.74459906481481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PTAR1",1.2108452331943,1.86852674678039e-07,"turquoise","up",0.93792804107238,1.15928682407407,TRUE,"Schwann/tumour",2.67785077114764e-06,0.066735831798076,"composition-consistent","attenuated",1.15928682407407,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EBF1",-1.80914215893523,1.91585136931948e-07,"yellow","down",0.947453752254879,-4.00679185185185,TRUE,"Pericyte",-0.321394434386117,0.181306262094784,"composition-consistent","attenuated",-4.00679185185185,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ATL1",1.32584684219892,2.01517616797436e-07,"turquoise","up",0.911423453497397,0.40282061111111,TRUE,"Schwann/tumour",-3.99337558492635e-06,0.285660877763693,"composition-consistent","attenuated",0.40282061111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ABCA3",1.29525823791056,2.05235013475189e-07,"turquoise","up",0.877261446345617,0.856476074074074,TRUE,"Schwann/tumour",8.39363104196372e-07,0.746467467938907,"composition-consistent","attenuated",0.856476074074074,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EIF2AK2",1.47416443188589,2.06738540757802e-07,"turquoise","up",0.876842603943421,1.0652737962963,TRUE,"Endothelial",-5.71616046958994e-07,0.824232608763992,"ambiguous/undetermined","attenuated",1.0652737962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HDAC11",1.30134740514033,2.13055934156372e-07,"turquoise","up",0.865198143766683,0.162699296296295,TRUE,"Schwann/tumour",-3.86845268807403e-06,0.142311720078405,"composition-consistent","attenuated",0.162699296296295,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"C3orf38",1.07725349446415,2.20094084522973e-07,"turquoise","up",0.952182971498252,0.284663981481485,TRUE,"Myeloid",5.42599508260216e-06,0.0737336897038149,"composition-consistent","attenuated",0.284663981481485,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EDIL3",2.13154336260987,2.24936559622801e-07,"turquoise","up",0.866400286741356,2.68870874074074,TRUE,"Schwann/tumour",-5.92656935467527e-06,0.0388782518541241,"composition-consistent","attenuated",2.68870874074074,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HCFC2",1.29480528640324,2.42383852542092e-07,"turquoise","up",0.921566520075843,0.273434453703706,TRUE,"Pericyte",-0.132451584834603,0.546895667513189,"ambiguous/undetermined","attenuated",0.273434453703706,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PON2",1.55364544028373,2.53721171947703e-07,"turquoise","up",0.895495314284337,1.2095487037037,TRUE,"Schwann/tumour",1.18921341271946e-05,0.865306472527122,"composition-consistent","attenuated",1.2095487037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CERS6",1.14640376604472,2.91721632345857e-07,"turquoise","up",0.876784488224993,0.818196370370369,TRUE,"Schwann/tumour",2.57050298331473e-06,0.0977076723243598,"composition-consistent","attenuated",0.818196370370369,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RABEP1",1.17767339058597,3.03567284805845e-07,"turquoise","up",0.916850442647725,1.16552731481482,TRUE,"Myeloid",6.81621710930191e-06,0.108451208786116,"composition-consistent","attenuated",1.16552731481482,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PCBP4",1.08382752319969,3.2423065542772e-07,"turquoise","up",0.862541474272542,0.532002166666668,TRUE,"Schwann/tumour",-6.18511734148144e-06,0.13845647564924,"composition-consistent","attenuated",0.532002166666668,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZSWIM6",1.05693243100771,3.42357839976284e-07,"turquoise","up",0.822143361923774,1.56944451851852,TRUE,"Myeloid",-4.25014280227922e-06,0.234747924595594,"composition-consistent","attenuated",1.56944451851852,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SNED1",-1.05887672816191,3.56087412085111e-07,"yellow","down",0.866675180330729,-1.2161102962963,TRUE,"Endothelial",2.53942188453875e-06,0.267110486672498,"composition-consistent","attenuated",-1.2161102962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"GMFB",1.23446773782035,3.74357514613853e-07,"turquoise","up",0.924979784595861,0.477293148148149,TRUE,"Schwann/tumour",3.77265062892606e-06,0.251096836615467,"composition-consistent","attenuated",0.477293148148149,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZNF845",1.10759319986662,3.87292367715831e-07,"turquoise","up",0.933300627364349,0.330451129629632,TRUE,"Endothelial",-1.72067438677179e-06,0.437024951971397,"ambiguous/undetermined","attenuated",0.330451129629632,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"C5orf15",1.0688744699414,4.34730653765381e-07,"turquoise","up",0.878984597930066,0.78782536111111,TRUE,"Fibroblast",0.169964832775256,0.555027006410879,"ambiguous/undetermined","attenuated",0.78782536111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC39A6",1.34301797992907,4.50289441294541e-07,"turquoise","up",0.895100461112421,0.835918240740742,TRUE,"Schwann/tumour",1.36720111236005e-08,0.716294259868319,"composition-consistent","attenuated",0.835918240740742,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PDZD4",1.21309224135313,4.5220334271363e-07,"turquoise","up",0.8314304574545,0.299207611111112,TRUE,"Schwann/tumour",-1.92364415472931e-06,0.237142461464117,"composition-consistent","attenuated",0.299207611111112,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RRN3P2",1.23439689458597,5.48436873771486e-07,"turquoise","up",0.898304496072329,0.306423240740738,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.306423240740738,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"GPD1L",1.10269770192984,5.60034704354233e-07,"turquoise","up",0.874359515176046,0.211953972222224,TRUE,"Endothelial",-1.6028639311175e-06,0.245550566913198,"ambiguous/undetermined","attenuated",0.211953972222224,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLXNB2",1.05119451122976,5.77074641431224e-07,"turquoise","up",0.843196356806609,1.08129964814815,TRUE,"Schwann/tumour",2.58862715727769e-06,0.348256550940799,"composition-consistent","attenuated",1.08129964814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"OSBPL11",1.32635249847726,5.97894878959391e-07,"turquoise","up",0.8309874687891,1.56119384259259,TRUE,"Myeloid",-7.47050546601235e-06,0.0385976099118598,"composition-consistent","attenuated",1.56119384259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FBXL4",1.13042398228528,6.27529244575447e-07,"turquoise","up",0.882060937233862,0.130037731481483,TRUE,"Schwann/tumour",-5.91069755682778e-07,0.792227919869134,"composition-consistent","attenuated",0.130037731481483,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLEKHA1",1.21616824438551,6.52614428880359e-07,"turquoise","up",0.876068302228612,0.417429425925924,TRUE,"Schwann/tumour",2.58862007040061e-06,0.153012796901167,"composition-consistent","attenuated",0.417429425925924,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HSPA13",1.27360466315112,7.04063044034574e-07,"turquoise","up",0.935666332703059,0.261242851851854,TRUE,"Schwann/tumour",2.62975591727934e-06,0.284413505530027,"composition-consistent","attenuated",0.261242851851854,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WBP11",1.14714850096685,7.26776142474147e-07,"turquoise","up",0.922960905281043,1.64760953703703,TRUE,"Schwann/tumour",3.94948493432452e-06,0.174156053901225,"composition-consistent","attenuated",1.64760953703703,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZFP90",1.06609268571164,7.28601691255721e-07,"turquoise","up",0.963787182949627,0.325042092592593,TRUE,"Schwann/tumour",-2.95843349184166e-07,0.865797224904236,"composition-consistent","attenuated",0.325042092592593,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FBXO28",1.04075447000694,9.3856097771426e-07,"turquoise","up",0.941431270537329,0.77413812037037,TRUE,"Endothelial",1.03304037399463e-06,0.732090981788246,"ambiguous/undetermined","attenuated",0.77413812037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HPS3",1.33017501750656,9.54261104974742e-07,"turquoise","up",0.833306805500334,1.35224544444444,TRUE,"Myeloid",-1.52283648819558e-05,0.0730875458853548,"composition-consistent","attenuated",1.35224544444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CPT1A",1.00007269215575,1.04595554430675e-06,"turquoise","up",0.847730264865422,0.164925685185185,TRUE,"Endothelial",-0.594228874102674,0.000303633766832959,"ambiguous/undetermined","attenuated",0.164925685185185,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CYP4V2",1.06598498539553,1.05882315458112e-06,"turquoise","up",0.846220653272775,0.355277537037038,TRUE,"Fibroblast",-0.213616387528277,0.491432484809595,"ambiguous/undetermined","attenuated",0.355277537037038,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ANKRD28",1.12548215930995,1.21834904105931e-06,"turquoise","up",0.889180176170242,0.976300638888887,TRUE,"Endothelial",-2.41694411651139e-06,0.329823896776085,"ambiguous/undetermined","attenuated",0.976300638888887,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ERMARD",1.01691309761218,1.2476771681911e-06,"turquoise","up",0.949992668512356,0.170375805555555,TRUE,"Schwann/tumour",-2.59327371945273e-06,0.224676129686535,"composition-consistent","attenuated",0.170375805555555,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MAP4K3",1.42136415534156,1.35622072719066e-06,"turquoise","up",0.918584064079804,0.618154648148149,TRUE,"Schwann/tumour",5.17150912167222e-06,0.0570798919558087,"composition-consistent","attenuated",0.618154648148149,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PHACTR4",1.20258792976407,1.41315393206099e-06,"turquoise","up",0.902006065861326,0.592059925925925,TRUE,"Endothelial",-2.77149552490912e-06,0.291770214034743,"ambiguous/undetermined","attenuated",0.592059925925925,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"QNG1",1.02780969133308,1.46682917537735e-06,"turquoise","up",0.956844648788491,0.257501851851854,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.257501851851853,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PIGK",1.37033366892136,1.48334711348838e-06,"turquoise","up",0.900502325113171,0.308892685185185,TRUE,"Schwann/tumour",1.37752535186152e-05,0.0666187583467193,"composition-consistent","attenuated",0.308892685185185,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EDNRA",-1.61458846831919,1.52236106323691e-06,"yellow","down",0.80381466490153,-2.23740437962963,TRUE,"Pericyte",0.126477216406404,0.564012924409482,"composition-consistent","attenuated",-2.23740437962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AATK",1.03160533152969,1.54675416619489e-06,"turquoise","up",0.80501729491786,0.764154342592592,TRUE,"Schwann/tumour",3.92654907980828e-06,0.0962512873878199,"composition-consistent","attenuated",0.764154342592592,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"POGLUT1",1.15604652934079,1.54675416619489e-06,"turquoise","up",0.895773522213929,0.486069342592593,TRUE,"Endothelial",-3.86913982572143e-06,0.312894380480251,"ambiguous/undetermined","attenuated",0.486069342592593,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"IFNAR1",1.31066830012182,1.56167760217389e-06,"turquoise","up",0.884175675482262,0.442007592592596,TRUE,"Myeloid",4.37968766333898e-06,0.17279086189052,"composition-consistent","attenuated",0.442007592592596,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CNP",1.1669679896916,1.65781283505455e-06,"turquoise","up",0.855876329701195,0.93510835185185,TRUE,"Schwann/tumour",-0.000102040260261506,0.0701660646175705,"composition-consistent","attenuated",0.93510835185185,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CLN5",1.13903337400848,1.71308678773992e-06,"turquoise","up",0.946075528177962,0.133123509259259,TRUE,"Fibroblast",-0.110205379538876,0.700186310436004,"ambiguous/undetermined","attenuated",0.133123509259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SELP",-1.33888889006399,1.72522061048411e-06,"yellow","down",0.882623283126786,-1.29254119444444,TRUE,"Endothelial",-1.51021525942098e-06,0.331805807120869,"composition-consistent","attenuated",-1.29254119444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WDR47",1.31297143584734,1.77615496989377e-06,"turquoise","up",0.916035083249447,0.888997259259263,TRUE,"Schwann/tumour",2.09978429406436e-06,0.315682448901903,"composition-consistent","attenuated",0.888997259259263,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZNF25",1.23507355253432,1.82005164481056e-06,"turquoise","up",0.903495337999107,0.191275037037038,TRUE,"Pericyte",-0.101232998037774,0.64293487434622,"ambiguous/undetermined","attenuated",0.191275037037038,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
