"gene","bulk_logFC","bulk_adjP","module","direction","kME","validation_logFC","direction_concordant","pb_dominant_celltype","pb_log2FC","pb_p","pb_class","composition_adj_class","validation_logFC_full","cross_cohort_concordant","ev_bulk_sig","ev_cross_conc","ev_hub","ev_pb_intrinsic","ev_adj_retain","evidence_layer_count"
"CCL19",-1.35192048330069,2.07184622715126e-06,"yellow","down",0.821658293690722,-0.196974740740741,TRUE,"Pericyte",-0.0392158356898483,0.580043809252135,"composition-consistent","attenuated",-0.196974740740741,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MOCS2",1.32088068229607,2.0755343272305e-06,"turquoise","up",0.884151501052495,1.09087764814815,TRUE,"Schwann/tumour",1.78200021153613e-06,0.451182032402639,"composition-consistent","attenuated",1.09087764814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CSNK1G3",1.21052558888281,2.29393084585274e-06,"turquoise","up",0.852548175630898,0.264049796296296,TRUE,"Endothelial",-1.91311463622253e-07,0.953686656119493,"ambiguous/undetermined","attenuated",0.264049796296296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLPPR4",-1.33269310279645,2.31129069090774e-06,"yellow","down",0.877716561538429,-2.54780271296297,TRUE,"Endothelial",1.21035566161954e-06,0.222063670902622,"composition-consistent","attenuated",-2.54780271296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ORC3",1.13824167498535,2.43272717058154e-06,"turquoise","up",0.919583084395541,0.411846296296297,TRUE,"Schwann/tumour",-7.83565455893454e-06,0.044463235154851,"composition-consistent","attenuated",0.411846296296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLOD3",1.17463331628682,2.47729263568236e-06,"turquoise","up",0.876368497096343,0.836298027777774,TRUE,"Schwann/tumour",1.97413886726417e-06,0.576085894108356,"composition-consistent","attenuated",0.836298027777774,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SUCLG2",1.24644320774788,2.51143258241926e-06,"turquoise","up",0.862090523582415,0.0936923518518498,TRUE,"Pericyte",-0.178415104051296,0.40986353810886,"ambiguous/undetermined","attenuated",0.0936923518518498,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HYCC1",1.19559830448111,2.76918849716772e-06,"turquoise","up",0.865423602673734,0.329531185185187,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.329531185185187,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ARHGAP12",1.1400513844071,2.83535477466294e-06,"turquoise","up",0.872421460791981,0.194362685185187,TRUE,"Fibroblast",-0.258851256513762,0.417774863072288,"ambiguous/undetermined","attenuated",0.194362685185187,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TMEM50B",1.04646831742483,2.85990864528199e-06,"turquoise","up",0.862322547520686,0.0568466666666634,TRUE,"Schwann/tumour",1.93122045082764e-06,0.355114993500199,"composition-consistent","attenuated",0.0568466666666634,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CFAP20",1.24962730782344,2.91986663793524e-06,"turquoise","up",0.865208376413151,0.871353583333335,TRUE,"Schwann/tumour",2.73449503813964e-06,0.153628833816936,"composition-consistent","attenuated",0.871353583333335,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KYAT3",1.03651657175251,2.93498158608712e-06,"turquoise","up",0.856211120830849,0.831801333333333,TRUE,"Schwann/tumour",-2.60049829497327e-05,0.208640791555892,"composition-consistent","attenuated",0.831801333333333,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MAP4K5",1.14777311810409,3.12203427340614e-06,"turquoise","up",0.918587551594847,0.481872129629627,TRUE,"Schwann/tumour",1.10210095478287e-06,0.635219920728644,"composition-consistent","attenuated",0.481872129629627,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"LMBRD2",1.27271970600771,3.26086979433726e-06,"turquoise","up",0.942692360899181,0.0471227870370381,TRUE,"Schwann/tumour",-2.03922921301288e-06,0.237895195471447,"composition-consistent","attenuated",0.0471227870370381,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WASHC3",1.2324652458936,3.75266779529535e-06,"turquoise","up",0.845678306887574,0.140621759259259,TRUE,"Schwann/tumour",2.08930934741525e-05,0.552649110451164,"composition-consistent","attenuated",0.140621759259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EXOSC10",1.08127898613416,4.26375027468311e-06,"turquoise","up",0.888866612838248,0.511433740740742,TRUE,"Schwann/tumour",1.06094190972673e-06,0.884363081529967,"composition-consistent","attenuated",0.511433740740742,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ADI1",1.34625130072938,4.33957468242697e-06,"turquoise","up",0.890226862592608,0.696283712962964,TRUE,"Fibroblast",0.359173805866634,0.0865969182910175,"ambiguous/undetermined","attenuated",0.696283712962964,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"LRRCC1",1.23376672194141,4.91249847683031e-06,"turquoise","up",0.908301047381701,0.141112472222222,TRUE,"Pericyte",-0.113572188919689,0.599572340385353,"ambiguous/undetermined","attenuated",0.141112472222222,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SOS2",1.08359068570779,5.45245778538442e-06,"turquoise","up",0.912908797599437,1.1094149074074,TRUE,"Schwann/tumour",-1.87757951348253e-07,0.0678727318840657,"composition-consistent","attenuated",1.1094149074074,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRXL2C",1.28104189330147,5.56420494571017e-06,"turquoise","up",0.855705907320573,0.616823222222223,TRUE,"Pericyte",-0.0146508924826014,0.78589931428034,"ambiguous/undetermined","attenuated",0.616823222222223,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ETAA1",1.36846124459676,5.59308837104597e-06,"turquoise","up",0.850414518598764,0.320064500000001,TRUE,"Schwann/tumour",1.4653332350472e-05,0.975823052052312,"composition-consistent","attenuated",0.320064500000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"DCTN6",1.10495093093061,5.98278077087918e-06,"turquoise","up",0.893412759651736,0.166045092592594,TRUE,"Pericyte",0.152208426654877,0.473870954008679,"ambiguous/undetermined","attenuated",0.166045092592594,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RDX",1.26339208701619,5.98484130482734e-06,"turquoise","up",0.863499116695601,1.25520194444444,TRUE,"Endothelial",3.77792936593308e-06,0.446395168287997,"ambiguous/undetermined","attenuated",1.25520194444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MTM1",1.03674050580031,6.46383669843274e-06,"turquoise","up",0.931615180433325,0.159512250000001,TRUE,"Endothelial",-1.63645781616199e-06,0.510787161893159,"ambiguous/undetermined","attenuated",0.159512250000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KGD4",1.25448414527448,6.75672915606937e-06,"turquoise","up",0.904996949697222,0.590509333333334,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.590509333333334,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"GTF2H5",1.03415780899307,6.83114698328135e-06,"turquoise","up",0.857368659410876,0.731640351851853,TRUE,"Schwann/tumour",2.91836894600568e-06,0.322519256971404,"composition-consistent","attenuated",0.731640351851853,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"IPO8",1.11707972051735,6.93158019825821e-06,"turquoise","up",0.965433015964389,0.370280157407407,TRUE,"Endothelial",-4.63737318810828e-06,0.23811655041087,"ambiguous/undetermined","attenuated",0.370280157407407,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PDCD4",1.03932514375713,7.11485570837607e-06,"turquoise","up",0.851641434371095,-0.0572448148148101,FALSE,"T cell",1.16565256465282e-05,0.00765702584690765,"both","attenuated",-0.0572448148148101,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3
"RUNX1T1",-1.25127924548111,7.23352627175213e-06,"yellow","down",0.866177799855029,-3.39313024074074,TRUE,"Fibroblast",-0.509782003988639,0.152729307874606,"composition-consistent","attenuated",-3.39313024074074,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RAB10",1.28519708996145,1.18890902993417e-05,"turquoise","up",0.879409746136324,1.09715546296296,TRUE,"Myeloid",2.4757509706716e-06,0.687614868494133,"composition-consistent","attenuated",1.09715546296296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SPART",1.15332915309561,1.22575301746046e-05,"turquoise","up",0.895713942619872,0.667491787037038,TRUE,"Fibroblast",-0.340667338284819,0.1942329504262,"ambiguous/undetermined","attenuated",0.667491787037038,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CAPN6",-1.6045346820825,1.39126416491659e-05,"yellow","down",0.82251944491434,-2.06946674074074,TRUE,"Fibroblast",-0.172933872425146,0.416889601550138,"composition-consistent","attenuated",-2.06946674074074,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PCDH18",-1.69053627265767,1.42605225189138e-05,"yellow","down",0.814408362922782,-3.44747455555556,TRUE,"Fibroblast",-0.754784933141783,0.0808143949870179,"composition-consistent","attenuated",-3.44747455555556,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FAM229B",1.34757613064842,1.45219993320216e-05,"turquoise","up",0.874441127109373,0.558564046296296,TRUE,"Schwann/tumour",2.48296203734493e-06,0.233741450582147,"composition-consistent","attenuated",0.558564046296296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WASHC5",1.01066224809946,1.46650716288299e-05,"turquoise","up",0.892368435122629,0.819398129629629,TRUE,"Myeloid",4.02661711150031e-06,0.274910294401348,"composition-consistent","attenuated",0.819398129629629,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SNX14",1.10613831474942,1.51558145255853e-05,"turquoise","up",0.936927710140456,0.435306703703704,TRUE,"Myeloid",1.77442190710872e-07,0.984018279837603,"composition-consistent","attenuated",0.435306703703704,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KIF21A",1.29780214132228,1.54100752899413e-05,"turquoise","up",0.807190612377018,0.56761014814815,TRUE,"T cell",9.79029885903048e-07,0.685822509405232,"composition-consistent","attenuated",0.56761014814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EEA1",1.39353749129761,1.56256137345456e-05,"turquoise","up",0.893725833724625,0.0301792592592598,TRUE,"Pericyte",-0.0323926178232062,0.857960408727688,"ambiguous/undetermined","attenuated",0.0301792592592598,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PYROXD1",1.0624547768512,1.62075958564105e-05,"turquoise","up",0.891928148268803,0.598813805555556,TRUE,"T cell",7.53661826149498e-07,0.824864540427436,"composition-consistent","attenuated",0.598813805555556,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PAK2",1.05970458973863,1.78581469399419e-05,"turquoise","up",0.945069724909344,0.905539018518519,TRUE,"Endothelial",-3.53169317767882e-06,0.532156723873501,"ambiguous/undetermined","attenuated",0.905539018518519,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AKTIP",1.04208795464688,1.92583805309677e-05,"turquoise","up",0.927698702086565,0.430056842592593,TRUE,"Pericyte",-0.235373013130003,0.302525983884484,"ambiguous/undetermined","attenuated",0.430056842592593,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KIFBP",1.00122977351735,1.92769444195795e-05,"turquoise","up",0.894637259996587,0.113383657407406,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.113383657407406,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MTR",1.00113685482036,1.98550917785947e-05,"turquoise","up",0.870629619337115,0.0475642407407406,TRUE,"Pericyte",-0.453141775460925,0.0717815536328029,"ambiguous/undetermined","attenuated",0.0475642407407406,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ARMC10",1.07080979778952,2.8433767134744e-05,"turquoise","up",0.909039320915146,0.279394851851849,TRUE,"Pericyte",-0.089432529371921,0.592395676681634,"ambiguous/undetermined","attenuated",0.279394851851849,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SELENOI",1.11266681928836,2.86485184230822e-05,"turquoise","up",0.848570353960701,0.785439018518519,TRUE,"Schwann/tumour",2.98645371648255e-07,0.864984256914242,"composition-consistent","attenuated",0.785439018518518,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TRPM7",1.00220303561912,2.87152933639181e-05,"turquoise","up",0.964142000320523,0.260911018518518,TRUE,"Fibroblast",-0.0408783787713675,0.868777256028547,"ambiguous/undetermined","attenuated",0.260911018518518,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"LYVE1",-1.5025248006091,2.9489000544577e-05,"yellow","down",0.801576356720525,-2.60373416666667,TRUE,"Pericyte",-0.256881098479308,0.232081397417121,"composition-consistent","attenuated",-2.60373416666667,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"OSGIN2",1.06669600954665,3.18137526698202e-05,"turquoise","up",0.822454383548587,0.758384157407406,TRUE,"Schwann/tumour",1.19657337556914e-05,0.79236293331431,"composition-consistent","attenuated",0.758384157407406,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RIMOC1",1.07190713618042,3.18173244561586e-05,"turquoise","up",0.912822275842446,0.353675249999997,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.353675249999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MBOAT2",1.13220362338242,3.23377813281729e-05,"turquoise","up",0.921593415518497,0.730577703703702,TRUE,"Schwann/tumour",-2.52850820368503e-06,0.245455893572318,"composition-consistent","attenuated",0.730577703703702,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MRPS18C",1.22791687612876,3.64508411730401e-05,"turquoise","up",0.840985138743943,0.391792574074072,TRUE,"Pericyte",0.0654925215008434,0.763175082309518,"ambiguous/undetermined","attenuated",0.391792574074072,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"UBLCP1",1.05481811068389,4.27256544906569e-05,"turquoise","up",0.850888962527893,1.01562844444444,TRUE,"T cell",3.92285200321325e-06,0.251995735387346,"composition-consistent","attenuated",1.01562844444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FLRT2",-1.35458050515652,4.53134178713392e-05,"yellow","down",0.876635763236173,-4.31993357407408,TRUE,"Fibroblast",-0.219376713747378,0.409850236269557,"composition-consistent","attenuated",-4.31993357407408,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ANK2",1.20931899509406,4.97871210768946e-05,"turquoise","up",0.8109150794044,1.57792379629629,TRUE,"Fibroblast",-0.522462218115706,0.132079446609821,"ambiguous/undetermined","attenuated",1.57792379629629,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ARHGEF12",1.01486679125983,5.14855601019506e-05,"turquoise","up",0.909612536152812,0.61203037037037,TRUE,"Endothelial",-1.55261696894178e-05,0.180186971571238,"ambiguous/undetermined","attenuated",0.61203037037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CEP170",1.57170356043794,6.03992072554013e-05,"turquoise","up",0.900371334100705,1.09344687037037,TRUE,"Myeloid",9.00522726949604e-06,0.0649912335632512,"composition-consistent","attenuated",1.09344687037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TSPAN5",1.10119899501234,9.50652049876651e-05,"turquoise","up",0.818818275870045,0.690455824074073,TRUE,"Schwann/tumour",-5.90788513049652e-07,0.743190617093086,"composition-consistent","attenuated",0.690455824074073,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CRYZ",1.06791087865845,0.00012286034081314,"turquoise","up",0.833418092424495,0.207168444444444,TRUE,"Fibroblast",-0.440055509557584,0.137176768530103,"ambiguous/undetermined","attenuated",0.207168444444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRKD1",1.06901955250347,0.000139988333861616,"turquoise","up",0.800375480495555,0.118274407407409,TRUE,"Schwann/tumour",-4.95765088922684e-06,0.0570245428900043,"composition-consistent","attenuated",0.118274407407409,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ATP6V1D",1.17476600725983,0.000146046936001831,"turquoise","up",0.820544749783116,0.516477416666664,TRUE,"Pericyte",0.194735690198531,0.367556844624009,"ambiguous/undetermined","attenuated",0.516477416666664,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SCRN3",1.02686155242097,0.000180422085347135,"turquoise","up",0.904656765512575,0.268922175925926,TRUE,"Endothelial",-1.01926874197465e-06,0.620483213511154,"ambiguous/undetermined","attenuated",0.268922175925926,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"OLFML1",-1.40032486555204,0.000204788114045877,"yellow","down",0.865187748895327,-2.26332052777778,TRUE,"Fibroblast",-0.777202331845693,0.0776633565996503,"composition-consistent","attenuated",-2.26332052777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ABCA2",1.19151890290825,0.000240384513466825,"turquoise","up",0.846288741856474,0.975908870370372,TRUE,"Schwann/tumour",-3.2552906763875e-06,0.146502624793657,"composition-consistent","attenuated",0.975908870370372,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLIT3",-1.04149713925983,0.000255271793148332,"yellow","down",0.840776205273589,-3.11117056481482,TRUE,"Pericyte",0.116767690120958,0.583061236024895,"composition-consistent","attenuated",-3.11117056481482,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TFPI",-1.3801771368219,0.000259835276799529,"yellow","down",0.807168512732254,-3.65743214814815,TRUE,"Fibroblast",-0.105915980370892,0.699696687699699,"composition-consistent","attenuated",-3.65743214814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"C6orf62",1.00598733241326,0.000373905632317489,"turquoise","up",0.809252123334774,1.13205787037037,TRUE,"Myeloid",-9.88223036302928e-06,0.0516755062790485,"composition-consistent","attenuated",1.13205787037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AKR1C3",-1.13296532143331,0.000426719337950639,"yellow","down",0.806759938524068,-1.46141503703704,TRUE,"Endothelial",-1.16318887885125e-06,0.378638695461109,"composition-consistent","attenuated",-1.46141503703704,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"OMD",-1.4557325088643,0.000671473751307089,"yellow","down",0.86559458837125,-5.59605477777778,TRUE,"Fibroblast",-0.163050229826207,0.499880160952332,"composition-consistent","attenuated",-5.59605477777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ASPA",2.24013753268928,2.37693418244537e-09,"turquoise","up",0.855154634310864,-0.202681777777778,FALSE,"Schwann/tumour",-4.95495581432438e-07,0.813459293016424,"composition-consistent","attenuated",-0.202681777777778,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"TCEAL1",1.11575581138165,2.89257428638723e-08,"turquoise","up",0.91840914877593,-0.0925207592592567,FALSE,"Pericyte",-0.20283496317575,0.345244840217503,"ambiguous/undetermined","attenuated",-0.0925207592592567,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"CAT",1.17490771481958,4.22590374428388e-08,"turquoise","up",0.847832423857708,-0.102621944444447,FALSE,"Myeloid",6.26968713922771e-06,0.884503015758125,"composition-consistent","attenuated",-0.102621944444447,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"VAMP4",1.08744043537625,4.34480755949992e-07,"turquoise","up",0.873703464735825,-0.233369185185186,FALSE,"Pericyte",-0.118011080884449,0.587003899649293,"ambiguous/undetermined","attenuated",-0.233369185185186,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"RPS6KA5",1.34330907422205,1.04194881736807e-06,"turquoise","up",0.834901197158871,-0.163495925925925,FALSE,"Schwann/tumour",-2.49858212791498e-06,0.444492898443882,"composition-consistent","attenuated",-0.163495925925925,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"KCTD3",1.28057931532691,1.20109630780831e-06,"turquoise","up",0.896791279478257,-0.00300344444444178,FALSE,"Schwann/tumour",1.77529675652259e-06,0.34795148508875,"composition-consistent","attenuated",-0.00300344444444178,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"SLU7",1.14783061384889,4.80715161271346e-06,"turquoise","up",0.923494515828585,-0.188978518518518,FALSE,"Fibroblast",-0.375368836908969,0.25120537940707,"ambiguous/undetermined","attenuated",-0.188978518518518,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"ATOSA",1.09496961924672,5.4780887031248e-06,"turquoise","up",0.870095502130309,-0.0291731944444447,FALSE,NA,NA,NA,"ambiguous/undetermined","attenuated",-0.0291731944444447,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"LYRM9",1.38686069182421,5.91738075528455e-06,"turquoise","up",0.862282553046198,-0.408316111111112,FALSE,"Schwann/tumour",-4.33760203654694e-06,0.0391630713945841,"composition-consistent","attenuated",-0.408316111111112,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"EZH1",1.16345119314804,6.62769275005858e-06,"turquoise","up",0.864785034245142,-0.445090222222222,FALSE,"Fibroblast",-0.485639457440831,0.185871286602716,"ambiguous/undetermined","attenuated",-0.445090222222221,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"BRD10",1.02791378578258,6.82849889961066e-06,"turquoise","up",0.96630871453805,-0.0766594444444433,FALSE,NA,NA,NA,"ambiguous/undetermined","attenuated",-0.0766594444444433,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"KIF13B",1.12515655257672,8.68092020797526e-06,"turquoise","up",0.817169191430556,-1.12345246296296,FALSE,"Schwann/tumour",3.33036896698159e-06,0.726315180532883,"composition-consistent","attenuated",-1.12345246296296,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"PTBP2",1.03809171303855,1.44937194415604e-05,"turquoise","up",0.931891954308002,-0.5457262962963,FALSE,"Schwann/tumour",-6.78155184613149e-07,0.824818784085879,"composition-consistent","attenuated",-0.5457262962963,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"FRYL",1.06012739577024,1.45219993320216e-05,"turquoise","up",0.929822380806226,-0.130618444444442,FALSE,"Endothelial",-3.5420225450672e-07,0.910756035635856,"ambiguous/undetermined","attenuated",-0.130618444444442,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"SCAPER",1.03004876519815,1.49759265783784e-05,"turquoise","up",0.883142164837206,-0.109849092592594,FALSE,"Endothelial",-6.12655029326292e-06,0.0503122415441627,"ambiguous/undetermined","attenuated",-0.109849092592594,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"RFTN2",1.38277049298458,1.94395514166174e-05,"turquoise","up",0.815900331566405,-0.074340833333336,FALSE,"Schwann/tumour",3.44191589141655e-08,0.992511472673765,"composition-consistent","attenuated",-0.074340833333336,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"ODR4",1.04876583029684,2.04870937869619e-05,"turquoise","up",0.93441102032672,-0.134668916666664,FALSE,"Endothelial",-5.46029689540854e-06,0.0828551868465595,"ambiguous/undetermined","attenuated",-0.134668916666664,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"FAM177A1",1.14108539831612,3.13660199681779e-05,"turquoise","up",0.898191582490964,-0.0251791851851877,FALSE,"T cell",3.69674191241416e-07,0.829648690635284,"composition-consistent","attenuated",-0.0251791851851877,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"ZBTB20",1.39218665702776,4.00979621958113e-05,"turquoise","up",0.827991729907364,-0.160337314814816,FALSE,"Fibroblast",-0.293006449404774,0.374614951510984,"ambiguous/undetermined","attenuated",-0.160337314814816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"EMC2",1.03117780192136,8.76173971853766e-05,"turquoise","up",0.8697600582726,-0.0406321666666667,FALSE,"Pericyte",0.0383935238831272,0.807670945619413,"ambiguous/undetermined","attenuated",-0.0406321666666667,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
